Time [sec]		Acceleration [m/sec2]	Velocity [mm/sec]	Displacement [mm]
14.53000  		0.00728         	-0.16470         	0.13057          
14.53500  		-0.00275        	-0.15338         	0.12979          
14.54000  		0.00457         	-0.14884         	0.12902          
14.54500  		0.01036         	-0.11153         	0.12836          
14.55000  		-0.00319        	-0.09360         	0.12788          
14.55500  		-0.00241        	-0.10760         	0.12737          
14.56000  		-0.00210        	-0.11887         	0.12680          
14.56500  		0.00288         	-0.11694         	0.12620          
14.57000  		0.00357         	-0.10083         	0.12566          
14.57500  		-0.00498        	-0.10434         	0.12516          
14.58000  		0.00623         	-0.10121         	0.12463          
14.58500  		0.00837         	-0.06471         	0.12421          
14.59000  		0.00226         	-0.03812         	0.12396          
14.59500  		0.00117         	-0.02952         	0.12380          
14.60000  		0.00126         	-0.02344         	0.12366          
14.60500  		0.00953         	0.00353          	0.12360          
14.61000  		0.00261         	0.03387          	0.12370          
14.61500  		-0.00336        	0.03200          	0.12388          
14.62000  		0.00409         	0.03384          	0.12403          
14.62500  		0.00371         	0.05335          	0.12425          
14.63000  		0.00287         	0.06980          	0.12456          
14.63500  		-0.00346        	0.06832          	0.12492          
14.64000  		-0.00112        	0.05688          	0.12523          
14.64500  		0.00728         	0.07227          	0.12553          
14.65000  		-0.00479        	0.07848          	0.12593          
14.65500  		-0.00781        	0.04697          	0.12625          
14.66000  		-0.00292        	0.02015          	0.12641          
14.66500  		-0.00243        	0.00678          	0.12648          
14.67000  		-0.00148        	-0.00298         	0.12648          
14.67500  		-0.00854        	-0.02804         	0.12642          
14.68000  		0.00005         	-0.04927         	0.12621          
14.68500  		0.00693         	-0.03182         	0.12599          
14.69000  		-0.00105        	-0.01711         	0.12589          
14.69500  		-0.00216        	-0.02512         	0.12578          
14.70000  		-0.00227        	-0.03619         	0.12563          
14.70500  		0.00128         	-0.03866         	0.12544          
14.71000  		-0.00444        	-0.04656         	0.12524          
14.71500  		-0.01244        	-0.08878         	0.12491          
14.72000  		-0.00364        	-0.12899         	0.12435          
14.72500  		-0.00065        	-0.13971         	0.12367          
14.73000  		-0.00362        	-0.15040         	0.12295          
14.73500  		-0.00323        	-0.16754         	0.12216          
14.74000  		-0.00012        	-0.17593         	0.12129          
14.74500  		0.00934         	-0.15291         	0.12045          
14.75000  		0.00271         	-0.12280         	0.11978          
14.75500  		-0.00632        	-0.13181         	0.11916          
14.76000  		0.00219         	-0.14213         	0.11846          
14.76500  		-0.00105        	-0.13930         	0.11776          
14.77000  		-0.00456        	-0.15334         	0.11703          
14.77500  		-0.00715        	-0.18261         	0.11620          
14.78000  		-0.00644        	-0.21656         	0.11520          
14.78500  		0.00681         	-0.21564         	0.11409          
14.79000  		-0.00027        	-0.19929         	0.11307          
14.79500  		-0.00224        	-0.20556         	0.11206          
14.80000  		0.00743         	-0.19258         	0.11105          
14.80500  		0.00628         	-0.15831         	0.11017          
14.81000  		0.00498         	-0.13016         	0.10945          
14.81500  		-0.00455        	-0.12907         	0.10883          
14.82000  		-0.00342        	-0.14900         	0.10813          
14.82500  		0.00376         	-0.14815         	0.10737          
14.83000  		-0.00709        	-0.15647         	0.10663          
14.83500  		-0.00744        	-0.19281         	0.10576          
14.84000  		-0.00076        	-0.21332         	0.10473          
14.84500  		0.00241         	-0.20918         	0.10367          
14.85000  		0.00431         	-0.19238         	0.10266          
14.85500  		-0.00404        	-0.19173         	0.10172          
14.86000  		0.00179         	-0.19736         	0.10073          
14.86500  		0.00668         	-0.17617         	0.09979          
14.87000  		-0.00496        	-0.17185         	0.09894          
14.87500  		-0.00714        	-0.20209         	0.09801          
14.88000  		-0.00732        	-0.23824         	0.09691          
14.88500  		-0.00381        	-0.26606         	0.09564          
14.89000  		-0.00557        	-0.28951         	0.09426          
14.89500  		-0.01220        	-0.33394         	0.09271          
14.90000  		-0.00206        	-0.36959         	0.09093          
14.90500  		0.00268         	-0.36803         	0.08908          
14.91000  		-0.00059        	-0.36279         	0.08726          
14.91500  		-0.00199        	-0.36923         	0.08543          
14.92000  		0.00194         	-0.36936         	0.08358          
14.92500  		0.00762         	-0.34548         	0.08178          
14.93000  		0.00015         	-0.32606         	0.08011          
14.93500  		-0.00429        	-0.33639         	0.07847          
14.94000  		-0.00063        	-0.34869         	0.07675          
14.94500  		0.00413         	-0.33996         	0.07502          
14.95000  		0.00039         	-0.32866         	0.07335          
14.95500  		-0.00526        	-0.34084         	0.07169          
14.96000  		0.00181         	-0.34946         	0.06995          
14.96500  		0.00397         	-0.33500         	0.06823          
14.97000  		0.00054         	-0.32370         	0.06659          
14.97500  		-0.00420        	-0.33284         	0.06496          
14.98000  		-0.00013        	-0.34365         	0.06326          
14.98500  		0.00788         	-0.32425         	0.06158          
14.99000  		0.00167         	-0.30036         	0.06003          
14.99500  		-0.00018        	-0.29663         	0.05854          
15.00000  		0.00415         	-0.28672         	0.05707          
15.00500  		0.00765         	-0.25723         	0.05570          
15.01000  		0.00371         	-0.22883         	0.05450          
15.01500  		-0.00384        	-0.22914         	0.05337          
15.02000  		0.00284         	-0.23163         	0.05220          
15.02500  		0.00633         	-0.20872         	0.05109          
15.03000  		0.00294         	-0.18556         	0.05012          
15.03500  		0.00071         	-0.17643         	0.04922          
15.04000  		0.00507         	-0.16198         	0.04836          
15.04500  		0.01228         	-0.11860         	0.04764          
15.05000  		0.00544         	-0.07430         	0.04718          
15.05500  		0.00208         	-0.05551         	0.04686          
15.06000  		0.00534         	-0.03696         	0.04662          
15.06500  		0.00832         	-0.00280         	0.04651          
15.07000  		0.00388         	0.02771          	0.04659          
15.07500  		-0.00331        	0.02913          	0.04674          
15.08000  		0.00300         	0.02836          	0.04687          
15.08500  		0.00538         	0.04929          	0.04706          
15.09000  		0.00199         	0.06771          	0.04736          
15.09500  		-0.00325        	0.06456          	0.04770          
15.10000  		0.00293         	0.06375          	0.04801          
15.10500  		0.00852         	0.09237          	0.04839          
15.11000  		0.00037         	0.11460          	0.04892          
15.11500  		0.00137         	0.11896          	0.04951          
15.12000  		0.00228         	0.12809          	0.05012          
15.12500  		0.00944         	0.15739          	0.05082          
15.13000  		0.00365         	0.19011          	0.05170          
15.13500  		-0.00573        	0.18492          	0.05266          
15.14000  		0.00439         	0.18157          	0.05355          
15.14500  		0.00132         	0.19584          	0.05450          
15.15000  		0.00023         	0.19973          	0.05550          
15.15500  		-0.00554        	0.18645          	0.05647          
15.16000  		-0.00270        	0.16585          	0.05735          
15.16500  		0.00774         	0.17847          	0.05819          
15.17000  		-0.00272        	0.19104          	0.05913          
15.17500  		-0.00043        	0.18317          	0.06006          
15.18000  		0.00145         	0.18572          	0.06098          
15.18500  		0.00371         	0.19861          	0.06194          
15.19000  		0.00226         	0.21354          	0.06297          
15.19500  		-0.00833        	0.19838          	0.06402          
15.20000  		0.00083         	0.17963          	0.06495          
15.20500  		0.00092         	0.18400          	0.06586          
15.21000  		-0.00396        	0.17639          	0.06677          
15.21500  		-0.00475        	0.15460          	0.06760          
15.22000  		-0.00258        	0.13626          	0.06832          
15.22500  		0.00602         	0.14486          	0.06901          
15.23000  		-0.00017        	0.15948          	0.06978          
15.23500  		-0.00300        	0.15155          	0.07056          
15.24000  		0.00065         	0.14567          	0.07130          
